author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,annotation,
,Box Office Battle: âFive Nights at Freddyâsâ wins weekend with big $78M debut,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id3802506/WBD;CMCSA;CMCSK;SONY;LGF.A;LGF.B;DIS;PARA;AMZN;AAPL-Box-Office-Battle-Five-Nights-at-Freddys-wins-weekend-with-big-M-debut,https://image.thefly.com/catalog/201810/img_70.png,2023-10-29T21:49:07Z,"""Box Office Battle"" is The Fly's weekly roundup of what movies topped the weekend's box office.
Comcast (CMCSA) subsidiary Universal's ""Five Nights at Freddy's"" opened to a record $78M, winning the … [+1303 chars]",,Thefly.com,8,
,"Video game adaptation ""Five Nights at Freddy's' notches $130 million global debut","It hardly mattered that “Five Nights at Freddy's” was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game adaptation on the big screen, which made $78 million to top …",https://japantoday.com/category/entertainment/video-game-adaptation-%E2%80%98five-nights-at-freddy%E2%80%99s%E2%80%99-notches-130-million-global-debut,,2023-10-29T21:28:52Z,It hardly mattered that Five Nights at Freddys was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game ada… [+5276 chars],,Japan Today,8,
Sam Barsanti,Five Nights At Freddy's jump-scares Taylor and Scorsese at the weekend box office,"As predicted, video game adaptation Five Nights At Freddy's has opened at the top of the U.S. box office with $78 million, enough to make it the highest-grossing opening weekend in studio Blumhouse's history (yes, higher than David Gordon Green's first Hallow…",https://www.avclub.com/five-nights-at-freddys-box-office-taylor-swift-1850971269,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/e6c4ecb0a47599fd656e2bc272dab81f.jpg",2023-10-29T20:58:00Z,"As predicted, video game adaptation Five Nights At Freddyshas opened at the top of the U.S. box office with $78 million, enough to make it the highest-grossing opening weekend in studio Blumhouses hi… [+1945 chars]",,The A.V. Club,8,
Garth Franklin,"Box-Office: “Freddy's” Soars, “Moon” Falls","The box-office in recent weeks has been seen as a success story overall, even as it has shown a bit of a divide between titles that were hits and flops. Universal and Blumhouse's “Five Nights at Freddy's” is still on track for a record-smashing $78 million th…",https://www.darkhorizons.com/box-office-freddys-soars-moon-falls/,https://cdndh.darkhorizons.com/wp-content/uploads/2023/10/box-office-freddys-soars-moon-falls.jpg,2023-10-29T20:32:53Z,"The box-office in recent weeks has been seen as a success story overall, even as it has shown a bit of a divide between titles that were hits and flops.
Universal and Blumhouse's “Five Nights at Fre… [+2211 chars]",,Dark Horizons,8,
webdesk@voanews.com (Associated Press),Video Game Adaptation 'Five Nights at Freddy's' Notches $130 Million Global Debut,"It hardly mattered that ""Five Nights at Freddy's"" was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game adaptation on the big screen, which made $78 million to top …",https://www.voanews.com/a/video-game-adaptation-five-nights-at-freddy-s-notches-130-million-global-debut/7331997.html,https://gdb.voanews.com/01000000-0a00-0242-46a5-08dbd8b783f5_w1200_r1.jpg,2023-10-29T19:51:44Z,"It hardly mattered that ""Five Nights at Freddy's"" was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game … [+5770 chars]",,VOA News,8,
variety.com,"In ""Killers of the Flower Moon,' Is Leonardo DiCaprio Playing a Dumb Hick, a Pitiless Sociopath…or a Muddle?","A movie's central character needn't be someone we admire, but he should probably be someone we're drawn to, someone we vibe with in sympathetic fascination, who we feel we know and understand even as he crosses over to the dark side. Few movies have lived out…",https://biztoc.com/x/726142373a93614e,https://c.biztoc.com/p/726142373a93614e/s.webp,2023-10-29T19:20:08Z,"A movies central character neednt be someone we admire, but he should probably be someone were drawn to, someone we vibe with in sympathetic fascination, who we feel we know and understand even as he… [+305 chars]",,Biztoc.com,2,
Jeff Ames,Box Office Results: Five Nights at Freddy's Takes a Bite,"Universal/Blumhouse scored another hit with the big-screen adaptation of Five Nights at Freddy's, which scored $78 million in its debut, crushing even the most outlandish forecasts by a healthy margin, per Deadline. What's more impressive is that Five Nights …",https://www.comingsoon.net/movies/news/1381718-box-office-results-five-nights-at-freddys-takes-a-bite,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/FnaF.png?resize=1200,630",2023-10-29T19:12:40Z,"Universal/Blumhouse scored another hit with the big-screen adaptation of Five Nights at Freddys, which scored $78 million in its debut, crushing even the most outlandish forecasts by a healthy margin… [+2334 chars]",,ComingSoon.net,8,
Jeremy Konrad,Five Nights At Freddy's Shatters The Weekend Box Office,"Five Nights At Freddy's destroyed the weekend box office, finishing on top and setting all kinds of records in the process. It grossed $78 million; this is despite the film also debuting on Friday on streaming service Peacock, though Universal is okay with th…",https://bleedingcool.com/movies/weekend-box-office-five-nights-at-freddys-taylor-swift-blumhouse/,https://bleedingcool.com/wp-content/uploads/2023/10/5769_FP_00846A-8000x4000-0644534-1200x628.jpg,2023-10-29T18:58:08Z,"Posted in: Blumhouse, Box Office, Movies, Universal | Tagged: blumhouse, five nights at freddy's, taylor swift, universal, Weekend Box Office
The Weekend Box Office was dominated by Five Nights At F… [+2782 chars]",,Bleeding Cool News,8,
"Mary Whitfill Roeloffs, Forbes Staff, 
 Mary Whitfill Roeloffs, Forbes Staff
 https://www.forbes.com/sites/maryroeloffs/","""Five Nights At Freddy's'—Despite Scary Reviews And A Streaming Release—Become's Year's Biggest Horror Film",The Five Nights at Freddy's film adaptation had the best Halloween weekend opening of all time.,https://www.forbes.com/sites/maryroeloffs/2023/10/29/five-nights-at-freddys-despite-scary-reviews-and-a-streaming-release-becomes-years-biggest-horror-film/,"https://imageio.forbes.com/specials-images/imageserve/653ea76eecca0bac7bfdced6/0x0.jpg?format=jpg&crop=994,704,x2006,y205,safe&height=900&width=1600&fit=bounds",2023-10-29T18:44:31Z,"A horror film adaptation of video game Five Nights at Freddys grossed a whopping $78 million in its opening weekend, multiple outletsreported, earning the title of the biggest horror debut of the yea… [+3208 chars]",,Forbes,8,
marca.com,The explanation as to why Leonardo DiCaprio works so well with Martin Scorsese,Leonardo DiCaprio is one of the most charismatic Hollywood figures of the last two decades and his relationship with the directors makes the movies hits at the box office and pleas,https://www.marca.com/en/lifestyle/movies/2023/10/29/653ea147ca4741ff318b457b.html,https://phantom-marca.unidadeditorial.es/a3a08d4d410beb15e7ee310e0c228f5c/resize/1200/f/jpg/assets/multimedia/imagenes/2023/10/29/16985944958524.jpg,2023-10-29T18:32:58Z,Leonardo DiCaprio is one of the most charismatic Hollywood figures of the last two decades and his relationship with the directors makes the movies hits at the box office and pleases the biggest foll… [+2083 chars],marca,Marca,2,
Tom Brueggemann,"""Five Nights at Freddy's' Beats Opening Weekend Ticket Sales for ""Oppenheimer' and ""Taylor Swift: The Eras Tour'","""The Holdovers"" and ""Priscilla"" both show initial promise in platform debuts, but with $78 million ""Freddy's"" is an ""Easy Rider"" moment for Gen Z.",https://www.indiewire.com/news/box-office/five-nights-at-freddys-box-office-history-with-78-million-1234921169/,https://www.indiewire.com/wp-content/uploads/2023/10/5769_D031_00147RV2.jpg,2023-10-29T18:18:18Z,"There may be nothing more boomer than comparing Gen Z's box-office juggernaut to a movie released before their parents were born. Nevertheless, that's what this boomer is doing: The staggering openin… [+8365 chars]",,IndieWire,8,
Carlos De Loera,"'Five Nights at Freddy's' makes a killing at the box office, nabs a $78-million opening","Universal Pictures' 'Five Nights at Freddy's' opened to a massive $78-million weekend, kicking 'Taylor Swift: The Eras Tour"" to second place at the box office.",https://www.latimes.com/entertainment-arts/movies/story/2023-10-29/five-nights-at-freddys-box-office-taylor-swift-martin-scorsese,https://ca-times.brightspotcdn.com/dims4/default/1d9c11a/2147483647/strip/true/crop/3098x1626+0+219/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F90%2F44%2F7f7d471542b08ca7ecf875533e3a%2Ffilm-review-five-nights-at-freddys-93749.jpg,2023-10-29T17:18:30Z,"Nothing was scarier this weekend for Taylor Swift and Martin Scorsese than Five Nights at Freddys.
Universal Pictures animatronics-come-to-life horror flick scared up $78 million at the box office i… [+3401 chars]",,Los Angeles Times,8,
,"It's a battle of animatronics as Five Nights at Freddy's bows at #1 with an astonishing $78 million, knocking Taylor Swift's Eras Tour to #2 with $13 million. Killers of the Flower Moon pruned to #3 with $10 million, After Death disappoints at #4 [Followup]","It's a battle of animatronics as Five Nights at Freddy's bows at #1 with an astonishing $78 million, knocking Taylor Swift's Eras Tour to #2 with $13 million. Killers of the Flower Moon pruned to #3 with $10 million, After Death disappoints at #4",https://www.fark.com/comments/13038624/Its-a-battle-of-animatronics-as-Five-Nights-at-Freddys-bows-at-1-with-an-astonishing-$78-million-knocking-Taylor-Swifts-Eras-Tour-to-2-with-$13-million-Killers-of-Flower-Moon-pruned-to-3-with-$10-million-After-Death-disappoints-at-4,https://usrimg-full.fark.net/5/5a/fark_5a3jTbLolJ1YWdRMM3AijYbkwa8.png?AWSAccessKeyId=UKDINQXVGV49TCSSKJLK&Expires=1699243200&Signature=5zl8pQgPjmIkYd%2BheYFnRZsaRwM%3D,2023-10-29T17:00:41Z,"Mad_Radhu:DuneClimber: I saw Freddy's.
I really liked it for the first hour or so. Then the video game writing kicks in.
I dunno. I guess I could have done worse for halloween weekend.
Plus it pro… [+337 chars]",,Fark.com,8,
Bob Cronin,Critics Can't Slow Rush to Freddy's,"It hardly mattered that Five Nights at Freddy's was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game adaptation on the big screen, which made $78 million to top th…",https://www.newser.com/story/341998/pre-halloween-debut-works-for-freddys.html,https://img1-azrcdn.newser.com/image/1499630-12-20231029122730.jpeg,2023-10-29T16:55:00Z,It hardly mattered that Five Nights at Freddy's was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game ad… [+2008 chars],,Newser,8,
"Lindsey Bahr, The Associated Press",Video game adaptation 'Five Nights at Freddy's' tops weekend box office even with simultaneous streaming release,The Blumhouse production adapts the game in which a security guard has to fend off murderous animatronic characters at a family pizza restaurant.,https://fortune.com/2023/10/29/weekend-box-office-video-game-adaptation-five-nights-freddys-blumhouse-number-1/,"https://content.fortune.com/wp-content/uploads/2023/10/AP23293724193749-e1698597091675.jpg?resize=1200,600",2023-10-29T16:33:14Z,It hardly mattered that Five Nights at Freddys was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game ada… [+3379 chars],fortune,Fortune,8,
LINDSEY BAHR,Video game adaptation 'Five Nights at Freddy's' notches $130 million global debut,"It hardly mattered that ''Five Nights at Freddy's'' was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video game adaptation on the big screen, which made $78 million to to…",https://www.startribune.com/video-game-adaptation-five-nights-at-freddys-notches-130-million-global-debut/600315657/,https://chorus.stimg.co/25042577/merlin_72473819.jpg?h=630&w=1200&fit=crop&bg=999&crop=faces,2023-10-29T16:20:01Z,It hardly mattered that ''Five Nights at Freddy's'' was released simultaneously in theaters and on streaming this weekend. Fans flocked to movie theaters across the country to see the scary video gam… [+5228 chars],,Minneapolis Star Tribune,8,
Brad Hamerly,Weekend Box Office: Five Nights at Freddy's sets records,"Five Nights at Freddy's scares up an impressive Halloween weekend record with an estimated $78 million debut.
The post Weekend Box Office: Five Nights at Freddy's sets records appeared first on JoBlo.",https://www.joblo.com/weekend-box-office-five-nights-at-freddys-sets-records/,https://www.joblo.com/wp-content/uploads/2023/05/five-nights-at-freddys-poster.jpg,2023-10-29T16:19:38Z,"Five Nights at Freddy's scares up an impressive Halloween weekend record with an estimated $78 million debut.
The theatrical day and date model has been one that has been scrutinized over the past f… [+4356 chars]",,JoBlo.com,8,
looper.com,The Worst Acting Performances Of 2023,"Learn More This year has seen no shortage of remarkable film performances, from towering mainstream turns like Lily Gladstone in ""Killers of the Flower Moon"" to unforgettable indie performances like Greta Lee in ""Past Lives."" Impressive work like this reminds…",https://biztoc.com/x/fe679ee90ecb2db0,https://c.biztoc.com/p/fe679ee90ecb2db0/s.webp,2023-10-29T15:22:08Z,"Learn More This year has seen no shortage of remarkable film performances, from towering mainstream turns like Lily Gladstone in ""Killers of the Flower Moon"" to unforgettable indie performances like … [+303 chars]",,Biztoc.com,2,
